  DATA CHANNELS:                                            
         ch      emin -        emax         data    +-      
       6647    6697.60    6698.61     0.72412E-04     0.47601E-06
       6648    6698.61    6699.63     0.71989E-04     0.47449E-06
       6649    6699.63    6700.65     0.71264E-04     0.46987E-06
       6650    6700.65    6701.66     0.72679E-04     0.47676E-06
       6651    6701.66    6702.68     0.72952E-04     0.47777E-06
       6652    6702.68    6703.70     0.72066E-04     0.47474E-06
       6653    6703.70    6704.71     0.71313E-04     0.47003E-06
       6654    6704.71    6705.73     0.71440E-04     0.47267E-06
       6655    6705.73    6706.75     0.72244E-04     0.47544E-06
       6656    6706.75    6707.77     0.72284E-04     0.47558E-06
       6657    6707.77    6708.78     0.72273E-04     0.47306E-06
       6658    6708.78    6709.80     0.72231E-04     0.47539E-06
       6659    6709.80    6710.82     0.71973E-04     0.47443E-06
       6660    6710.82    6711.83     0.72620E-04     0.47656E-06
       6661    6711.83    6712.85     0.72391E-04     0.47356E-06
       6662    6712.85    6713.87     0.72154E-04     0.47514E-06
       6663    6713.87    6714.88     0.72506E-04     0.47618E-06
       6664    6714.88    6715.90     0.72498E-04     0.47626E-06
       6665    6715.90    6716.92     0.72849E-04     0.47494E-06
       6666    6716.92    6717.94     0.72706E-04     0.47684E-06
       6667    6717.94    6718.95     0.72759E-04     0.47712E-06
       6668    6718.95    6719.97     0.73141E-04     0.47837E-06
       6669    6719.97    6720.99     0.71820E-04     0.47157E-06
       6670    6720.99    6722.00     0.72382E-04     0.47588E-06
       6671    6722.00    6723.02     0.73020E-04     0.47786E-06
       6672    6723.02    6724.04     0.72786E-04     0.47720E-06
       6673    6724.04    6725.06     0.72258E-04     0.47299E-06
       6674    6725.06    6726.07     0.72432E-04     0.47603E-06
       6675    6726.07    6727.09     0.73644E-04     0.47988E-06
       6676    6727.09    6728.11     0.73038E-04     0.47802E-06
       6677    6728.11    6729.12     0.72780E-04     0.47706E-06
       6678    6729.12    6730.14     0.71973E-04     0.47216E-06
       6679    6730.14    6731.16     0.73145E-04     0.47825E-06
       6680    6731.16    6732.18     0.73793E-04     0.48049E-06
       6681    6732.18    6733.19     0.73128E-04     0.47820E-06
       6682    6733.19    6734.21     0.72464E-04     0.47377E-06
       6683    6734.21    6735.23     0.72612E-04     0.47651E-06
       6684    6735.23    6736.24     0.72796E-04     0.47722E-06
       6685    6736.24    6737.26     0.72242E-04     0.47529E-06
       6686    6737.26    6738.28     0.70938E-04     0.46875E-06
       6687    6738.28    6739.30     0.72504E-04     0.47614E-06
       6688    6739.30    6740.31     0.73058E-04     0.47807E-06
       6689    6740.31    6741.33     0.72300E-04     0.47547E-06
       6690    6741.33    6742.35     0.71340E-04     0.47007E-06
       6691    6742.35    6743.36     0.72565E-04     0.47634E-06
       6692    6743.36    6744.38     0.72284E-04     0.47553E-06
       6693    6744.38    6745.40     0.72758E-04     0.47697E-06
       6694    6745.40    6746.42     0.71527E-04     0.47068E-06
       6695    6746.42    6747.43     0.71729E-04     0.47358E-06
       6696    6747.43    6748.45     0.71323E-04     0.47236E-06
       6697    6748.45    6749.47     0.72272E-04     0.47537E-06
       6698    6749.47    6750.48     0.71510E-04     0.47062E-06
       6699    6750.48    6751.50     0.72118E-04     0.47486E-06
       6700    6751.50    6752.52     0.71827E-04     0.47401E-06
       6701    6752.52    6753.54     0.72139E-04     0.47493E-06
       6702    6753.54    6754.55     0.71078E-04     0.46920E-06
       6703    6754.55    6755.57     0.72848E-04     0.47725E-06
       6704    6755.57    6756.59     0.72011E-04     0.47462E-06
       6705    6756.59    6757.61     0.72848E-04     0.47737E-06
       6706    6757.61    6758.62     0.71606E-04     0.47082E-06
       6707    6758.62    6759.64     0.72428E-04     0.47587E-06
       6708    6759.64    6760.66     0.72494E-04     0.47620E-06
       6709    6760.66    6761.67     0.71677E-04     0.47340E-06
       6710    6761.67    6762.69     0.71221E-04     0.46966E-06
       6711    6762.69    6763.71     0.72584E-04     0.47649E-06
       6712    6763.71    6764.73     0.71698E-04     0.47346E-06
       6713    6764.73    6765.74     0.72517E-04     0.47616E-06
       6714    6765.74    6766.76     0.71564E-04     0.47078E-06
       6715    6766.76    6767.78     0.71837E-04     0.47392E-06
       6716    6767.78    6768.80     0.71900E-04     0.47423E-06
       6717    6768.80    6769.81     0.71740E-04     0.47371E-06
       6718    6769.81    6770.83     0.72618E-04     0.47648E-06
       6719    6770.83    6771.85     0.71738E-04     0.47135E-06
       6720    6771.85    6772.86     0.71957E-04     0.47430E-06
       6721    6772.86    6773.88     0.72974E-04     0.47776E-06
       6722    6773.88    6774.90     0.71197E-04     0.47179E-06
       6723    6774.90    6775.92     0.71510E-04     0.47059E-06
       6724    6775.92    6776.93     0.72603E-04     0.47643E-06
       6725    6776.93    6777.95     0.71890E-04     0.47419E-06
       6726    6777.95    6778.97     0.71564E-04     0.47300E-06
       6727    6778.97    6779.99     0.71398E-04     0.47022E-06
       6728    6779.99    6781.00     0.72389E-04     0.47572E-06
       6729    6781.00    6782.02     0.72355E-04     0.47572E-06
       6730    6782.02    6783.04     0.71203E-04     0.47181E-06
       6731    6783.04    6784.06     0.71490E-04     0.47052E-06
       6732    6784.06    6785.07     0.72253E-04     0.47527E-06
       6733    6785.07    6786.09     0.71484E-04     0.47284E-06
       6734    6786.09    6787.11     0.71487E-04     0.47273E-06
       6735    6787.11    6788.13     0.71847E-04     0.47169E-06
       6736    6788.13    6789.14     0.72061E-04     0.47463E-06
       6737    6789.14    6790.16     0.72058E-04     0.47473E-06
       6738    6790.16    6791.18     0.71632E-04     0.47321E-06
       6739    6791.18    6792.20     0.71359E-04     0.47009E-06
       6740    6792.20    6793.21     0.72485E-04     0.47601E-06
       6741    6793.21    6794.23     0.71619E-04     0.47328E-06
       6742    6794.23    6795.25     0.70703E-04     0.47012E-06
       6743    6795.25    6796.27     0.70560E-04     0.46743E-06
       6744    6796.27    6797.28     0.71936E-04     0.47421E-06
       6745    6797.28    6798.30     0.72027E-04     0.47462E-06
       6746    6798.30    6799.32     0.71763E-04     0.47364E-06
       6747    6799.32    6800.33     0.71638E-04     0.47099E-06
       6748    6800.33    6801.35     0.71770E-04     0.47365E-06
       6749    6801.35    6802.37     0.72614E-04     0.47655E-06
       6750    6802.37    6803.39     0.71318E-04     0.47216E-06
       6751    6803.39    6804.40     0.71141E-04     0.46935E-06
       6752    6804.40    6805.42     0.70949E-04     0.47093E-06
       6753    6805.42    6806.44     0.72162E-04     0.47506E-06
       6754    6806.44    6807.46     0.71654E-04     0.47327E-06
       6755    6807.46    6808.47     0.71385E-04     0.47015E-06
       6756    6808.47    6809.49     0.71370E-04     0.47232E-06
       6757    6809.49    6810.51     0.72595E-04     0.47648E-06
       6758    6810.51    6811.53     0.72434E-04     0.47583E-06
       6759    6811.53    6812.54     0.71681E-04     0.47347E-06
       6760    6812.54    6813.56     0.71017E-04     0.46882E-06
       6761    6813.56    6814.58     0.71643E-04     0.47333E-06
       6762    6814.58    6815.60     0.71608E-04     0.47310E-06
       6763    6815.60    6816.62     0.71805E-04     0.47387E-06
       6764    6816.62    6817.63     0.71749E-04     0.47122E-06
       6765    6817.63    6818.65     0.71579E-04     0.47312E-06
       6766    6818.65    6819.67     0.70931E-04     0.47086E-06
       6767    6819.67    6820.69     0.72100E-04     0.47484E-06
       6768    6820.69    6821.70     0.71271E-04     0.46964E-06
       6769    6821.70    6822.72     0.71427E-04     0.47261E-06
       6770    6822.72    6823.74     0.71881E-04     0.47411E-06
       6771    6823.74    6824.76     0.71498E-04     0.47273E-06
       6772    6824.76    6825.77     0.71852E-04     0.47166E-06
       6773    6825.77    6826.79     0.71729E-04     0.47349E-06
       6774    6826.79    6827.81     0.71375E-04     0.47232E-06
       6775    6827.81    6828.83     0.71319E-04     0.47225E-06
       6776    6828.83    6829.84     0.70912E-04     0.46856E-06
       6777    6829.84    6830.86     0.72446E-04     0.47585E-06
       6778    6830.86    6831.88     0.71481E-04     0.47278E-06
       6779    6831.88    6832.90     0.72267E-04     0.47526E-06
       6780    6832.90    6833.91     0.70057E-04     0.46572E-06
       6781    6833.91    6834.93     0.71335E-04     0.47218E-06
       6782    6834.93    6835.95     0.70904E-04     0.47086E-06
       6783    6835.95    6836.97     0.71894E-04     0.47403E-06
       6784    6836.97    6837.99     0.71154E-04     0.46935E-06
       6785    6837.99    6839.00     0.71403E-04     0.47240E-06
       6786    6839.00    6840.02     0.72159E-04     0.47501E-06
       6787    6840.02    6841.04     0.71555E-04     0.47290E-06
       6788    6841.04    6842.06     0.71168E-04     0.46939E-06
       6789    6842.06    6843.07     0.72063E-04     0.47458E-06
       6790    6843.07    6844.09     0.71304E-04     0.47218E-06
       6791    6844.09    6845.11     0.72631E-04     0.47644E-06
       6792    6845.11    6846.13     0.71526E-04     0.47057E-06
       6793    6846.13    6847.14     0.71643E-04     0.47319E-06
       6794    6847.14    6848.16     0.71174E-04     0.47175E-06
       6795    6848.16    6849.18     0.72483E-04     0.47595E-06
       6796    6849.18    6850.20     0.71655E-04     0.47098E-06
       6797    6850.20    6851.22     0.71889E-04     0.47399E-06
       6798    6851.22    6852.23     0.71208E-04     0.47186E-06
       6799    6852.23    6853.25     0.71107E-04     0.47141E-06
       6800    6853.25    6854.27     0.71531E-04     0.47292E-06
       6801    6854.27    6855.29     0.70343E-04     0.46654E-06
       6802    6855.29    6856.30     0.71269E-04     0.47204E-06
       6803    6856.30    6857.32     0.72296E-04     0.47533E-06
       6804    6857.32    6858.34     0.72318E-04     0.47551E-06
       6805    6858.34    6859.36     0.71100E-04     0.46903E-06
       6806    6859.36    6860.37     0.71132E-04     0.47160E-06
       6807    6860.37    6861.39     0.71191E-04     0.47168E-06
       6808    6861.39    6862.41     0.71223E-04     0.47189E-06
       6809    6862.41    6863.43     0.71108E-04     0.46905E-06
       6810    6863.43    6864.45     0.71581E-04     0.47308E-06
       6811    6864.45    6865.46     0.71959E-04     0.47421E-06
       6812    6865.46    6866.48     0.71387E-04     0.47243E-06
       6813    6866.48    6867.50     0.71648E-04     0.47082E-06
       6814    6867.50    6868.52     0.70574E-04     0.46972E-06
       6815    6868.52    6869.54     0.71607E-04     0.47304E-06
       6816    6869.54    6870.55     0.71788E-04     0.47375E-06
       6817    6870.55    6871.57     0.70823E-04     0.46810E-06
       6818    6871.57    6872.59     0.71416E-04     0.47252E-06
       6819    6872.59    6873.61     0.72078E-04     0.47470E-06
       6820    6873.61    6874.62     0.72011E-04     0.47436E-06
       6821    6874.62    6875.64     0.71577E-04     0.47059E-06
       6822    6875.64    6876.66     0.71636E-04     0.47324E-06
       6823    6876.66    6877.68     0.72935E-04     0.47739E-06
       6824    6877.68    6878.70     0.71254E-04     0.47197E-06
       6825    6878.70    6879.71     0.71403E-04     0.47012E-06
       6826    6879.71    6880.73     0.71062E-04     0.47122E-06
       6827    6880.73    6881.75     0.71519E-04     0.47273E-06
       6828    6881.75    6882.77     0.71950E-04     0.47426E-06
       6829    6882.77    6883.79     0.71506E-04     0.47034E-06
       6830    6883.79    6884.80     0.71596E-04     0.47310E-06
       6831    6884.80    6885.82     0.71202E-04     0.47180E-06
       6832    6885.82    6886.84     0.71432E-04     0.47244E-06
       6833    6886.84    6887.86     0.70245E-04     0.46629E-06
       6834    6887.86    6888.87     0.71478E-04     0.47259E-06
       6835    6888.87    6889.89     0.72276E-04     0.47533E-06
       6836    6889.89    6890.91     0.71800E-04     0.47365E-06
       6837    6890.91    6891.93     0.71900E-04     0.47409E-06
       6838    6891.93    6892.95     0.70478E-04     0.46694E-06
       6839    6892.95    6893.96     0.71414E-04     0.47249E-06
       6840    6893.96    6894.98     0.72642E-04     0.47642E-06
       6841    6894.98    6896.00     0.71880E-04     0.47402E-06
       6842    6896.00    6897.02     0.70932E-04     0.46843E-06
       6843    6897.02    6898.04     0.72604E-04     0.47640E-06
       6844    6898.04    6899.05     0.72012E-04     0.47434E-06
       6845    6899.05    6900.07     0.71831E-04     0.47386E-06
       6846    6900.07    6901.09     0.70924E-04     0.46841E-06
       6847    6901.09    6902.11     0.71286E-04     0.47206E-06
       6848    6902.11    6903.13     0.71932E-04     0.47408E-06
       6849    6903.13    6904.14     0.71358E-04     0.47229E-06
       6850    6904.14    6905.16     0.70722E-04     0.46773E-06
       6851    6905.16    6906.18     0.71669E-04     0.47332E-06
       6852    6906.18    6907.20     0.71725E-04     0.47338E-06
       6853    6907.20    6908.22     0.71525E-04     0.47283E-06
       6854    6908.22    6909.23     0.71657E-04     0.47081E-06
       6855    6909.23    6910.25     0.71627E-04     0.47318E-06
       6856    6910.25    6911.27     0.71608E-04     0.47300E-06
       6857    6911.27    6912.29     0.71414E-04     0.47247E-06
       6858    6912.29    6913.31     0.70592E-04     0.46730E-06
       6859    6913.31    6914.32     0.71492E-04     0.47272E-06
       6860    6914.32    6915.34     0.72150E-04     0.47477E-06
       6861    6915.34    6916.36     0.72244E-04     0.47520E-06
       6862    6916.36    6917.38     0.70238E-04     0.46612E-06
       6863    6917.38    6918.40     0.71556E-04     0.47293E-06
