trigger_num,name,t90,flnc_band_alpha,flnc_band_beta,flnc_band_epeak,flnc_band_phtflux
1733,4B 920801,  36.864,  -1.20,  -2.04,663,   1.03
6128,GRB 970317-,  69.952,  -0.83,  -3.05,59.3,   0.81
6341,GRB 970820,   1.920,  -0.28,  -2.24,594,   0.97
7456,GRB 990308-,   4.928,  -0.61,  -8.29,1980,   1.73
3774,4B 950901-,   0.219,  -1.91,  -7.63,1350,   0.34
8075,GRB 000415-,  20.800,  -1.04,  -2.73,149,   2.23
3903,4B 951111,  66.432,  -1.37,  -6.27,281,   0.31
942,4B 911027-,   4.992,  -0.89,  -4.39,1110,   0.35
6096,GRB 970219,   4.288,  -1.54,  -1.50,3730,   0.31
1586,4B 920505,  90.560,   0.30,  -3.19,95.3,   0.40
2660,4B 931126-,  16.896,  -1.91,  -4.19,1140,   1.11
7460,GRB 990308-,  20.864,  -0.49,  -2.24,119,   0.37
3936,4B 951208-,   2.880,  -0.17,  -5.98,182,   1.67
6219,GRB 970503,   2.752,   0.51,  -1.93,110,   0.23
914,4B 911022,   6.656,  -0.93,  -2.55,99.4,   1.59
7934,GRB 000104-,  23.680,  -1.91,  -4.54,1030,   0.79
2159,4B 930203-,   0.051,  -1.90,  -2.86,24.5,   0.36
185,4B 910512,   0.132,  -1.91,  -7.63,475,   0.25
7750,GRB 990903,  36.864,   0.87,  -2.46,74.4,   1.18
8085,GRB 000424-,   3.584,  -0.32, -18.63,495,   1.37
7766,GRB 990915,  77.952,  -0.93, -14.06,2150,   1.58
2365,4B 930601-,   1.536,  -1.12, -11.92,682,   0.40
2326,4B 930503-,   0.088,  -0.82,  -1.21,654,   0.17
845,4B 911001,   2.368,  -0.22,  -3.25,370,   0.57
3159,4B 940907,  18.240,  -1.91,  -5.11,1340,   0.77
5428,4B 960416,  98.496,  -0.84,  -2.82,79.4,   0.80
946,4B 911027-,  48.512,  -1.67,  -1.68,797,   0.32
5617,GRB 960927,  31.872,  -0.79, -18.63,358,   1.31
1297,4B 920113,,  -0.59,  -7.70,985,   0.43
2600,4B 931023,  31.808,  -0.47,  -3.71,109,   0.86
6643,GRB 980315-,   0.512,  -0.49,  -1.50,281,   0.13
7683,GRB 990730-, 220.480,  -0.98,  -2.68,109,   0.34
3911,4B 951119-,  62.336,  -1.63,  -2.04,233,   0.33
5489,4B 960607-, 140.480,  -1.21,  -7.28,254,   1.42
2695,4B 931217,  33.376,  -0.21,  -2.23,106,   0.35
1112,4B 911123-,   0.442,  -0.32,  -1.43,302,   0.86
7849,GRB 991109,   0.268,  -1.26,  -5.75,1220,   0.40
3042,4B 940623-, 181.952,  -1.14,  -2.16,236,   1.48
7554,GRB 990508,   0.604,  -0.13, -18.63,537,   0.26
6817,GRB 980611-,,  -1.75,  -1.56,1530,   0.56
8079,GRB 000418,   2.288,  -0.28,  -1.59,253,   0.65
6764,GRB 980519,  23.808,  -1.47,  -2.23,252,   1.27
5564,4B 960805,   0.448,  -0.20,  -1.76,527,   0.61
7297,GRB 990103,   1.141,  -0.25, -14.90,613,   0.53
6488,GRB 971120,   2.240,  -1.66,  -1.64,1020,   0.37
5601,GRB 960912-,  19.456,  -0.86,  -2.36,220,   1.93
4814,4B 960210,   2.964,  -0.59,  -2.88,214,   1.63
1652,4B 920617-,  67.712,  -1.09,  -2.90,129,   1.92
7994,GRB 000221,  26.176,  -0.20,  -3.38,289,   3.05
6526,GRB 971208,,  -1.21,  -8.35,154,   1.53
7835,GRB 991101-, 384.704,   0.36,  -3.29,69.6,   0.61
3118,4B 940811,   0.232,  -1.91,  -6.57,1550,   0.27
5726,GRB 961226,  12.736,  -1.82, -18.18,46.9,   0.99
6492,GRB 971122-,,  -1.77,  -1.83,1050,   1.91
6401,GRB 970928,   3.392,   0.51,  -2.79,255,   0.70
2424,4B 930701-,   2.470,  -0.88, -23.28,124,   0.26
7630,GRB 990703,  26.624,  -1.78,  -3.55,164,   1.51
4955,4B 960220,   0.464,  -1.43, -11.92,1230,   0.55
5628,GRB 961009-,  15.872,  -1.35,  -2.43,212,   3.56
6576,GRB 980124-,  45.056,  -1.18,  -2.07,467,   2.92
3745,4B 950808,  84.352,  -1.43,  -2.27,107,   0.88
1466,4B 920305-,,  -1.13,  -2.19,488,   0.53
8062,GRB 000401, 133.440,  -0.96,  -2.27,201,   0.31
6225,GRB 970508,  23.104,  -1.24,  -1.81,433,   0.58
5480,4B 960531-,  47.296,  -1.91,  -4.58,1140,   0.81
207,4B 910518-,   0.085,  -1.51,  -1.58,250,   0.15
8071,GRB 000409,  41.344,  -0.36,  -6.14,595,   0.24
2664,4B 931128-,  35.168,  -0.71,  -2.58,118,   0.47
3266,4B 941031-,   0.610,   0.52,  -1.68,304,   0.32
503,4B 910709,  46.656,   0.29,  -1.75,276,   0.41
6335,GRB 970815, 149.184,  -1.15,  -2.62,116,   1.27
2812,4B 940210,  30.656,  -0.94,  -2.23,197,   2.28
5530,4B 960707-,   4.955,  -1.26,  -3.81,62.1,   4.38
6412,GRB 971004-,   3.008,  -1.03, -18.63,658,   0.31
6223,GRB 970507,  11.008,  -1.81,  -7.62,1140,   0.41
2978,4B 940515-,   0.360,  -0.81,  -2.12,187,   1.23
3406,4B 950207-,,  -1.08,  -5.87,71.9,   0.55
3552,4B 950506,  23.264,  -2.20,  -2.15,181,   1.25
2132,4B 930113-,   0.090,  -0.80,  -7.63,655,   0.22
2155,4B 930201-,   0.708,  -0.57,  -4.74,686,   0.70
2775,4B 940120-,  31.648,  -1.38,  -5.12,99.7,   0.36
5538,4B 960713-,  23.552,  -0.32,  -2.44,309,   0.44
6149,GRB 970331,,  -1.78,  -2.19,412,   0.27
2240,4B 930313,  42.208,  -1.62,  -2.41,101,   0.52
3282,4B 941113,   0.078,   0.42,  -3.86,267,   0.13
1982,4B 921008, 109.824,  -0.58,  -2.05,232,   0.54
3085,4B 940716-,  11.264,  -1.71,  -2.55,56,   0.56
